,포지션,회사명,지역명,경력,링크
1585,네이티브 플랫폼팀 프론트엔드 개발 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261962
1586,Frontend Engineer (파트너프론트엔드개발팀),무신사,서울 성동구 , 경력 5년 이상,/wd/262489
1587,디지털 헬스케어 분야 데이터 분석 전문가,렉스소프트,서울 관악구 , 신입 이상,/wd/262488
1588,개발팀 PB 워킹그룹 백엔드 개발자,프리윌린,서울 관악구 , 경력 8년 이상,/wd/261823
1589,[기술본부] Machine Learning Engineer (3년이상),데브시스터즈(Devsisters),서울 강남구 , 경력 3년 이상,/wd/262455
1590,개발팀 PB 워킹그룹 풀스택 개발자,프리윌린,서울 관악구 , 경력 3년 이상,/wd/261839
1591,IoCare 백엔드 개발자 (8년이상),코웨이,서울 구로구 , 경력 8-15년,/wd/262453
1592,[기술본부] Data Platform Software Engineer,데브시스터즈(Devsisters),서울 강남구 , 경력 3년 이상,/wd/262459
1593,[헬스케어] 플랫폼 개발 및 운영 엔지니어,메디에이지,경기 성남시 , 경력 1-3년,/wd/262435
1594,MLOps Engineer,여기어때컴퍼니,서울 강남구 , 경력 5-10년,/wd/253684
1595,Frontend Software Engineer,어베어(윈들리),서울 강남구 , 경력 2-6년,/wd/115547
1596,Frontend Software Engineer (전문연구요원),어베어(윈들리),서울 강남구 , 경력 2-6년,/wd/258023
1597,[프론트엔드 개발] Product Maker,리걸케어,서울 서초구 , 경력 5년,/wd/262390
1598,[R&D] SW Engineer (클라이언트),모라이(MORAI),서울 강남구 , 경력 3-15년,/wd/262387
1599,[R&D] Software Engineer (전문연구요원),클로버추얼패션(CLOVirtualFashion),서울 강남구 , 경력 2년 이상,/wd/28766
1600,"Software Engineer, R&D",클로버추얼패션(CLOVirtualFashion),서울 강남구 , 경력 2년 이상,/wd/236729
1601,"Machine Learning Engineer, R&D",클로버추얼패션(CLOVirtualFashion),서울 강남구 , 경력 2년 이상,/wd/157781
1602,"Machine Learning Engineer (전문연구요원), R&D",클로버추얼패션(CLOVirtualFashion),서울 강남구 , 경력 2년 이상,/wd/157782
1603,QAT,넥서스커뮤니티,서울 영등포구 , 경력 2-4년,/wd/262368
1604,백엔드개발자 (3년~5년),테이텀,서울 강남구 , 경력 3-5년,/wd/262364
1605,백엔드 개발자,프렌트립(프립),서울 성동구 , 경력 3-5년,/wd/262365
1606,풀스택(Full stack) 개발자,브레이크앤컴퍼니,서울 강남구 , 경력 7년 이상,/wd/262314
1607,프론트엔드(Front End)개발자 (웹/앱),브레이크앤컴퍼니,서울 강남구 , 경력 3년 이상,/wd/262310
1608,인공지능 개발자,니어브레인,서울 강남구 , 경력 3-7년,/wd/262340
1609,백엔드 개발자,니어브레인,서울 강남구 , 경력 3년 이상,/wd/262335
1610,[데이터사업부]제조실행시스템 개발 및 구축 담당자_MES(C#),위즈코어,서울 성동구 , 경력 3-15년,/wd/262341
1611,[개발운영] 프론트엔드 개발자,누리미디어(DBpia),서울 마포구 , 경력 5-10년,/wd/262323
1612,백엔드(Back End)개발자,브레이크앤컴퍼니,서울 강남구 , 경력 5년 이상,/wd/262305
1613,백엔드 개발자,오더체크,서울 강남구 , 경력 2-5년,/wd/262276
1614,QA 엔지니어,라프텔(Laftel),서울 영등포구 , 경력 1-3년,/wd/262307
1615,[AI연구소] AI연구원 - Computer Vision AI,딥노이드(Deepnoid),서울 구로구 , 신입,/wd/236095
1616,[의료R&D본부] 프론트엔드 개발 PL,딥노이드(Deepnoid),서울 구로구 , 경력 5-10년,/wd/258827
1617,[DX사업본부] 프론트엔드 개발자,딥노이드(Deepnoid),서울 구로구 , 경력 3년 이상,/wd/231537
1618,[DX사업본부] 백엔드 개발자,딥노이드(Deepnoid),서울 구로구 , 경력 5년 이상,/wd/231593
1619,Frontend Engineer (React & Flutter),메딜리티,서울 강남구 , 경력 2-5년,/wd/261544
1620,Backend Junior Engineer (PHP / Python),코비그룹,서울 강남구 , 신입-경력 3년,/wd/262295
1621,"[개발] 앱(Flutter) 개발자 (7~10년, 리더)",중고나라,서울 강남구 , 경력 7-10년,/wd/256682
1622,[개발] 백엔드(JAVA) 개발자(커머스/배송/회원) (5~7년),중고나라,서울 강남구 , 경력 5-7년,/wd/251045
1623,"[개발] 프론트엔드 개발자 (7~10년, 리더)",중고나라,서울 강남구 , 경력 7-10년,/wd/242157
1624,시니어 백엔드 개발자,파마브로스,서울 강남구 , 경력 8-12년,/wd/262272
1625,백엔드 개발자 미들-주니어,파마브로스,서울 강남구 , 경력 3-7년,/wd/262277
1626,프론트엔드 엔지니어 (SI),프리디소프트,서울 관악구 , 경력 2-10년,/wd/237342
1627,백엔드 엔지니어 (SI),프리디소프트,서울 관악구 , 경력 2-10년,/wd/237344
1628,소프트웨어 개발 엔지니어,이서,대전 유성구 , 경력 2년 이상,/wd/262224
1629,백엔드 개발자 (클라우드),그루매틱,경기 성남시 , 경력 3-7년,/wd/198604
1630,선불 / 후불 결제서비스  Back-end 개발자,다날(Danal),경기 성남시 , 경력 2년 이상,/wd/262217
1631,선불 / 후불 결제서비스  Front-end 개발자,다날(Danal),경기 성남시 , 경력 2년 이상,/wd/262198
1632,AndroidOS SDK 개발자 (5-7년),어니컴,서울 용산구 , 경력 5-7년,/wd/262203
1633,머신러닝 엔지니어 (LLM),마키나락스,서울 서초구 , 경력 3-8년,/wd/225016
1634,[원티드단독] 블록체인 코어 소프트웨어 개발,블록체인랩스,서울 서초구 , 경력 3-15년,/wd/138941
1635,[원티드단독] AI 기반 백엔드 개발,블록체인랩스,서울 서초구 , 경력 5-15년,/wd/255004
1636,[원티드단독] 안드로이드 개발자 (Kotlin),블록체인랩스,서울 서초구 , 경력 3년 이상,/wd/233609
1637,[원티드단독] 모바일 앱 소프트웨어 개발 (Flutter / iOS / Android),블록체인랩스,서울 서초구 , 경력 3-10년,/wd/138923
1638,[원티드단독] 백엔드 개발,블록체인랩스,서울 서초구 , 경력 5-15년,/wd/138933
1639,시스템개발2팀 백엔드(JAVA) 개발자,더즌(dozn),서울 서초구 , 신입,/wd/261918
1640,Software Engineer (Backend),업스테이지,경기 , 경력 5-20년,/wd/262162
1641,AI Research Engineer (Document AI),업스테이지,경기 , 경력 2-10년,/wd/262161
1642,백엔드 엔지니어(3년 이상),레플리,서울 종로구 , 경력 3년 이상,/wd/255314
1643,안드로이드 개발자,레플리,서울 종로구 , 경력 1년 이상,/wd/255315
1644,iOS 개발자,레플리,서울 종로구 , 경력 1-10년,/wd/259431
1645,블록체인 Rust 개발자,라디우스랩스,서울 강남구 , 경력 2-5년,/wd/166535
1646,백엔드 개발자,아바티(AVATYE),경기 성남시 , 신입-경력 4년,/wd/210953
1647,AI 엔지니어 (전문연구요원 신규/편입 가능),워트인텔리전스,서울 서초구 , 경력 3-20년,/wd/231152
1648,Node.js 서버 개발자,하이퍼코퍼레이션,서울 강남구 , 경력 3년 이상,/wd/262136
1649,백엔드 엔지니어 (4년 이상),모두싸인,서울 강남구 , 경력 4-7년,/wd/237445
1650,엔지니어링 매니저 (리더),모두싸인,서울 강남구 , 경력 6-13년,/wd/224510
1651,신약개발 특허분석 인공지능 연구원,보로노이,인천 연수구 , 신입-경력 10년,/wd/258119
1652,개발팀 리드 (8년 이상),레디포스트,서울 강남구 , 경력 8년 이상,/wd/262129
1653,모바일 엔지니어 (Flutter),엘리스,서울 강남구 , 경력 5-10년,/wd/262121
1654,[신입] 모바일 엔지니어 (Flutter),엘리스,서울 강남구 , 신입,/wd/262125
1655,DevOps Engineer (KR),가우스랩스(Gauss Labs),서울 강남구 , 경력 5-10년,/wd/262114
1656,신약개발 단백질 구조예측  인공지능 연구원,보로노이,인천 연수구 , 경력 3년 이상,/wd/261663
1657,신약개발 NLP / OCR  인공지능 연구원,보로노이,인천 연수구 , 경력 3-10년,/wd/207703
1658,Site Reliability Engineer,클래스팅(Classting),서울 강남구 , 경력 5-13년,/wd/239341
1659,Computer Vision AI Engineer_senior,파인더스에이아이,서울 서초구 , 경력 7-12년,/wd/235821
1660,Computer Vision AI Engineer_Junior,파인더스에이아이,서울 서초구 , 신입-경력 5년,/wd/235822
1661,iOS 개발 팀장,코인원(coinone),서울 영등포구 , 경력 10-20년,/wd/262108
1662,빌링시스템 개발자,와탭랩스(WhaTapLabs),서울 서초구 , 경력 2-10년,/wd/210740
1663,Forward Deployed Engineer,베슬에이아이(VESSL AI),서울 서초구 , 경력 3년 이상,/wd/262106
1664,ISO26262 기능안전 엔지니어,라닉스,서울 강남구 , 신입-경력 10년,/wd/262090
1665,Frontend Engineer,위티,서울 종로구 , 경력 4-6년,/wd/261240
1666,Backend Engineer,위티,서울 종로구 , 경력 4-6년,/wd/261239
1667,Prompt Engineer,위티,서울 종로구 , 신입-경력 3년,/wd/261241
1668,Frontend junior 개발자(1년 이상),월드와이드비즈니스웹,경기 성남시 , 경력 1년 이상,/wd/262074
1669,Tech Lead (CTO),위티,서울 종로구 , 경력 6년 이상,/wd/261223
1670,백엔드 개발자,핵클(Hackle),서울 강남구 , 경력 5-15년,/wd/51700
1671,데이터 엔지니어,핵클(Hackle),서울 강남구 , 경력 5-20년,/wd/159253
1672,"Front-end 개발자(Middle, 5년 이상)",룰루메딕,서울 서초구 , 경력 5년 이상,/wd/243685
1673,"Front-end 개발(Jr, 3년 이상)",룰루메딕,서울 서초구 , 경력 3년 이상,/wd/251674
1674,서비스개발실 프론트엔드 개발자,한터글로벌,서울 강남구 , 경력 1-5년,/wd/142950
1675,프론트엔드 개발자 (9년 이상),루벤티스,서울 강남구 , 경력 9년 이상,/wd/261986
1676,HW Linux App 엔지니어,디오에프연구소,서울 성동구 , 경력 3년 이상,/wd/262020
1677,SW 테스트 엔지니어,에스티에이테스팅컨설팅(STA),서울 광진구 , 경력 1-15년,/wd/262002
1678,[원티드단독]DBA (DataBase Administrator) - PostgreSQL,웨이커,서울 강남구 , 경력 3-15년,/wd/251261
1679,Data Engineer,지엔터프라이즈,서울 강남구 , 경력 3-7년,/wd/261996
1680,Quantitative Developer,슈페릭스,서울 강남구 , 경력 3-25년,/wd/106153
1681,Software Engineer,슈페릭스,서울 강남구 , 경력 3-25년,/wd/106152
1682,서비스 보안 엔지니어,코인원(coinone),서울 영등포구 , 경력 3년 이상,/wd/261974
1683,[혁신기술지원본부] 네이티브기술지원팀 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261970
1684,[혁신기술지원본부] 네이티브기술지원팀 (팀장),이노그리드,서울 중구 , 경력 3년 이상,/wd/261969
1685,[혁신기술지원본부] 인프라기술지원팀 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261968
1686,네이티브 플랫폼팀 백엔드 개발 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261964
1687,차세대R&D센터 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261967
1688,Backend Engineer - Platform,에이비일팔공(AB180),서울 서초구 , 경력 3년 이상,/wd/248675
1689,하이브리드 플랫폼팀 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261960
1690,인프라 플랫폼팀 (팀원),이노그리드,서울 중구 , 경력 3년 이상,/wd/261959
1691,[클라우드 연구센터] 인프라 플랫폼팀 (팀장),이노그리드,서울 중구 , 경력 3년 이상,/wd/261956
1692,하이브리드 플랫폼팀 (팀장),이노그리드,서울 중구 , 경력 3년 이상,/wd/261957
1693,네이티브 플랫폼팀 (팀장),이노그리드,서울 중구 , 경력 3년 이상,/wd/261958
1694,[999F] Flutter 풀스택 개발자,이쿠아,서울 강남구 , 신입-경력 5년,/wd/261856
1695,아키텍트팀 (팀원(SA)),이노그리드,서울 중구 , 경력 5년 이상,/wd/261942
1696,웹 서비스 프론트엔드 개발자 (5년 이상),엔닷라이트,경기 성남시 , 경력 5-15년,/wd/241649
1697,웹 서비스 백엔드 개발자 (5년 이상),엔닷라이트,경기 성남시 , 경력 5-15년,/wd/197730
1698,3D 그래픽스 엔지니어,엔닷라이트,경기 성남시 , 경력 1-10년,/wd/233707
1699,3D 그래픽스 엔지니어 (신입),엔닷라이트,경기 성남시 , 신입,/wd/201444
1700,QA 엔지니어 (3년 이상),엔닷라이트,경기 성남시 , 경력 3-10년,/wd/212003
1701,아키텍트팀 (팀원(TA)),이노그리드,서울 중구 , 경력 8년 이상,/wd/261941
1702,아키텍트팀 (팀장(TA)),이노그리드,서울 중구 , 경력 10년 이상,/wd/261939
1703,"L4-L7스위치 연동 S/W 및 API 애플리케이션 C,Python,Linux",파이오링크,서울 금천구 , 경력 2-10년,/wd/243135
1704,"[쿠팡페이] Senior, Front-end Engineer",쿠팡,서울 송파구 , 경력 3-15년,/wd/235498
1705,CTO(PM 겸 개발자),비투피오토파트,서울 영등포구 , 경력 3-7년,/wd/261886
1706,[넷플연가] 프론트엔드 엔지니어,세븐픽쳐스,서울 마포구 , 경력 1-5년,/wd/154280
1707,[넷플연가] 백엔드 엔지니어,세븐픽쳐스,서울 마포구 , 경력 3-8년,/wd/154279
1708,Front-end 개발자,돌봄드림,경기 성남시 , 경력 3-7년,/wd/261852
1709,Senior Frontend Engineer,슈퍼브에이아이(Superb AI),서울 강남구 , 경력 7-15년,/wd/236825
1710,[서비스플랫폼팀] Backend Engineer,한국신용데이터(KCD),서울 강남구 , 경력 2-7년,/wd/240752
1711,[캐시노트페이팀] Back-End Engineer,한국신용데이터(KCD),서울 강남구 , 경력 3-10년,/wd/256287
1712,Security Researcher,토스페이먼츠,서울 강남구 , 경력 3년 이상,/wd/261791
1713,iOS 개발자 (3년이상),핑퐁,서울 종로구 , 경력 3년 이상,/wd/261782
1714,Android 개발자 (3년이상),핑퐁,서울 종로구 , 경력 3년 이상,/wd/261780
1715,Frontend Developer (5년 이상),사이오닉에이아이,서울 강남구 , 경력 5-10년,/wd/261774
1716,콘텐츠 프로듀서 (데이터 사이언스 교육),코드잇(codeit),서울 중구 , 신입-경력 10년,/wd/218263
1717,[육아휴직대체] FW 개발자,슈프리마,경기 성남시 , 경력 5년 이상,/wd/260217
1718,디플롯서비스 프론트엔드 개발자,씨제이올리브영(CJ올리브영),서울 용산구 , 경력 6-14년,/wd/207205
1719,프론트엔드 개발자(버티컬서비스),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 6-12년,/wd/261749
1720,백엔드 개발자(Backend Developer),크리스비,서울 서대문구 , 신입-경력 2년,/wd/261717
1721,"Software Engineer, Mobile (iOS)",로우키코드(DELIGHT LABS),서울 강남구 , 경력 4-8년,/wd/187304
1722,"Software Engineer, Mobile (Android)",로우키코드(DELIGHT LABS),서울 강남구 , 경력 2-8년,/wd/187311
1723,[보안기술팀] 내부정보 보호 및 유출 대응 담당자,카카오페이(kakaopay),경기 성남시 , 경력 5년 이상,/wd/261666
1724,콘텐츠 프로듀서 (프로그래밍 교육),코드잇(codeit),서울 중구 , 신입-경력 9년,/wd/84708
1725,IMS 모빌리티 백엔드 개발자,아이엠에스모빌리티,서울 광진구 , 신입,/wd/261660
1726,풀스택 엔지니어,빅테크플러스,서울 영등포구 , 경력 3-5년,/wd/261653
1727,AI Engineer (LLM),워프스페이스,서울 서초구 , 경력 2-10년,/wd/230817
1728,CSP 서비스상품개발자,오케스트로,서울 영등포구 , 경력 3-12년,/wd/261644
1729,[유심사] FrontEnd,가제트코리아,서울 마포구 , 경력 5년 이상,/wd/261643
1730,"인공지능, 알고리즘 엔지니어",럭스로보(LUXROBO),서울 강남구 , 경력 2년 이상,/wd/233519
1731,FW개발자(차량제어시스템),럭스로보(LUXROBO),서울 강남구 , 경력 2-12년,/wd/237402
1732,BE(IoT) 개발자,럭스로보(LUXROBO),서울 강남구 , 경력 3-12년,/wd/248296
1733,프론트엔드 개발자,럭스로보(LUXROBO),서울 강남구 , 경력 2-6년,/wd/223117
1734,안드로이드 개발자,럭스로보(LUXROBO),서울 강남구 , 경력 3-10년,/wd/259787
1735,[보안AI사업본부] C# 개발자,딥노이드(Deepnoid),서울 구로구 , 경력 3-8년,/wd/260037
1736,개발자 (5년차 이상),창톡,서울 강남구 , 경력 5년 이상,/wd/261628
1737,프론트엔드 개발 팀원(3년이상),포페런츠,서울 성동구 , 경력 3년 이상,/wd/255017
1738,백엔드 개발 팀원,포페런츠,서울 성동구 , 경력 3년 이상,/wd/255024
1739,개발팀 리드 (5년이상),포페런츠,서울 성동구 , 경력 5년 이상,/wd/261564
1740,[Healthacre BU] AI Engineer,삼양식품,서울 성동구 , 경력 2년 이상,/wd/261596
1741,데이터엔지니어 (3년 이상),카이헬스,서울 강남구 , 경력 3년 이상,/wd/261523
1742,취약점 분석 및 모의해킹 담당자 - 취약점분석팀,카카오페이(kakaopay),경기 성남시 , 경력 10년 이상,/wd/261577
1743,정보보안 정책 담당자 - 보안정책팀,카카오페이(kakaopay),경기 성남시 , 경력 10년 이상,/wd/261575
1744,보안위협 분석 및 대응 담당자 - 침해대응팀,카카오페이(kakaopay),경기 성남시 , 경력 5-10년,/wd/261572
1745,[FC Online] Client Software Engineer (클라이언트),Electronic Arts Korea (EA Korea),서울 강남구 , 경력 4년 이상,/wd/261558
1746,[FC Online] Server Software Engineer (서버 개발자),Electronic Arts Korea (EA Korea),서울 강남구 , 경력 4년 이상,/wd/261557
1747,AI Engineer(3년 이상),포디(FODI),서울 강남구 , 경력 3-7년,/wd/261551
1748,[티지나래] C#개발자(MES),삼보컴퓨터,경기 안산시 , 경력 2-10년,/wd/261536
1749,AI 연구/개발 담당자,씨어스테크놀로지,경기 성남시 , 경력 5년 이상,/wd/261537
1750,사이트 QA 자동화를 위한 Tool 개발,펑타이그레이터차이나(피티코리아),서울 강남구 , 경력 2-7년,/wd/253906
1751,Frontend Team Leader,여기어때컴퍼니,서울 강남구 , 경력 10-20년,/wd/261458
1752,정보보호 담당자,빗썸,서울 강남구 , 경력 5-12년,/wd/261488
1753,전기차 충전관리시스템(CSMS) 개발자 (5년 이상),에스케이일렉링크,서울 송파구 , 경력 5년 이상,/wd/261508
1754,개인정보보호담당자,빗썸,서울 강남구 , 경력 3-12년,/wd/261507
1755,[ESTsecurity] QA 엔지니어 (1년 이상),이스트소프트(ESTsoft),서울 서초구 , 경력 1-6년,/wd/261493
1756,서비스개발본부 백엔드개발팀 백엔드개발자,비큐에이아이,서울 중구 , 경력 3년 이상,/wd/258361
1757,프론트엔드 개발자,패스트레인(여신티켓),서울 강남구 , 경력 7년 이상,/wd/237526
1758,[Laundry 24] 시니어 백엔드 개발자 (5년 이상),의식주컴퍼니(런드리고),경기 군포시 , 경력 5-15년,/wd/261460
1759,ML Engineer,티오리(Theori),서울 강남구 , 경력 3년 이상,/wd/259036
1760,Algorithm SW Engineer (Dental 3D scanner),디오에프연구소,서울 성동구 , 경력 7년 이상,/wd/261447
1761,Software Engineer (투어),놀유니버스,경기 성남시 , 경력 2-10년,/wd/216770
1762,Platform Engineer(Seoul),스트라드비젼(STRADVISION),서울 강남구 , 경력 6년 이상,/wd/259370
1763,Back-end Developer(자사 솔루션 개발),위드네트웍스,서울 강서구 , 경력 3-7년,/wd/261432
1764,IMS모빌리티 플랫폼 테스터 (QA) (2년~4년),아이엠에스모빌리티,서울 광진구 , 경력 2-4년,/wd/261418
1765,[식후경] 프론트엔드 개발자 (신입-1년미만),푼타컴퍼니,서울 영등포구 , 신입,/wd/261397
1766,백엔드 엔지니어,빅테크플러스,서울 영등포구 , 경력 3-5년,/wd/261304
1767,자율주행솔루션사업부 백엔드 개발자,유진로봇,인천 연수구 , 경력 8-20년,/wd/261380
1768,"자율주행솔루션사업부 C,C++ 엔지니어",유진로봇,인천 연수구 , 경력 4-15년,/wd/261381
1769,iOS Developer,토스뱅크,서울 강남구 , 경력 3-10년,/wd/261364
1770,Android Developer,토스뱅크,서울 강남구 , 경력 3-10년,/wd/261365
1771,안드로이드 개발자,넥스트페이먼츠,경기 안양시 , 경력 5년 이상,/wd/261340
1772,커머스 프론트엔드 개발자,컬리,서울 강남구 , 경력 5-12년,/wd/230929
1773,Product Manager (옴니채널 고객센터),무신사,서울 성동구 , 경력 7년 이상,/wd/261311
1774,DevOps Team Leader,여기어때컴퍼니,서울 강남구 , 경력 10-15년,/wd/198337
1775,MLOps Team Leader,여기어때컴퍼니,서울 강남구 , 경력 7-15년,/wd/199680
1776,Server Engineer (정산플랫폼개발),여기어때컴퍼니,서울 강남구 , 경력 4-15년,/wd/248867
1777,영상처리 알고리즘 신입 개발자,유아이엠디,경기 과천시 , 신입-경력 2년,/wd/261297
1778,서비스 프론트엔드 개발자 (3년 이상),콘텐츠퍼스트(Tappytoon/태피툰),서울 강남구 , 경력 3년 이상,/wd/261283
1779,R&D팀 펌웨어 개발자,엠투클라우드,서울 송파구 , 경력 10-15년,/wd/261278
1780,데이터분석가,넛지헬스케어(캐시워크),서울 강남구 , 신입-경력 3년,/wd/157552
1781,웹(Web) 프론트엔드 개발자,누아,서울 중구 , 경력 3-12년,/wd/118906
1782,공공기관 시스템 연동 및 개발(Java/JSP/Spring),누아,서울 중구 , 경력 2-7년,/wd/237158
1783,AI 백엔드 엔지니어,서치라이트,서울 노원구 , 경력 3-7년,/wd/261211
1784,헬스케어 플랫폼 백엔드 개발자(4년 이상),세이프닥,서울 강남구 , 경력 4-10년,/wd/243843
1785,[의료R&D본부] 프로덕트 기획자,딥노이드(Deepnoid),서울 구로구 , 경력 5-8년,/wd/261183
1786,[프로그래머스] 백엔드 개발자 (교육솔루션팀),그렙(프로그래머스),서울 서초구 , 신입-경력 3년,/wd/261160
1787,프론트엔드 개발 (4~6년 차),우리엔,경기 화성시 , 경력 4-6년,/wd/261146
1788,메디컬 SaaS 스타트업 Front-end 개발자,모션랩스,서울 성동구 , 신입-경력 3년,/wd/260809
1789,백엔드 개발자(3년 이상),데일리샷,서울 강남구 , 경력 3-7년,/wd/206447
1790,백엔드 개발자 (Ruby on Rails),스테이폴리오,서울 종로구 , 경력 3-10년,/wd/261147
1791,풀스택 소프트웨어 엔지니어,워프스페이스,서울 서초구 , 경력 2-10년,/wd/230882
1792,Software Engineer(iOS) (3년 이상),샵라이브,서울 강남구 , 경력 3-10년,/wd/85633
1793,Software Engineer (Android / 안드로이드) (3년 이상),샵라이브,서울 강남구 , 경력 3-14년,/wd/159402
1794,[개발운영] 주니어 AI 개발자 (병역특례 전문연구요원),누리미디어(DBpia),서울 마포구 , 신입,/wd/257808
1795,[개발운영] 백엔드 개발자 (병역특례 전문연구요원),누리미디어(DBpia),서울 마포구 , 신입,/wd/257807
1796,Kotlin 서버 엔지니어,플레이타임,서울 강남구 , 경력 3년 이상,/wd/261100
1797,시니어 개발자 (백엔드),파이어볼트,서울 마포구 , 경력 5-20년,/wd/261097
1798,풀스택 프로덕트 엔지니어,플레이타임,서울 강남구 , 경력 5년 이상,/wd/261096
1799,FW 펌웨어 개발자(3년 이상),윌로그,서울 강남구 , 경력 3-15년,/wd/261092
1800,FW 펌웨어 개발자(7년 이상),윌로그,서울 강남구 , 경력 7-15년,/wd/261093
1801,System Trading Developer,에스앤제이랩(SNJLab),서울 강남구 , 경력 3-15년,/wd/181911
1802,데이터 엔지니어,펫프렌즈,서울 강남구 , 경력 3-5년,/wd/261084
1803,Backend Engineer (온보딩팀),무신사,서울 성동구 , 경력 6년 이상,/wd/261071
1804,시스템 엔지니어(SE) (3년이상),에듀윌,서울 구로구 , 경력 3-10년,/wd/261003
1805,[AI연구팀] Computer Vision AI 엔지니어,텔레픽스,서울 영등포구 , 경력 2-10년,/wd/261037
1806,리눅스서버 SW 개발자,스콥정보통신,서울 서초구 , 경력 3-12년,/wd/261043
1807,ABAP 개발,웅진,서울 중구 , 경력 4-18년,/wd/152966
1808,SAP ERP 유지보수 (3년 이상),웅진,서울 중구 , 경력 3-20년,/wd/261034
1809,SAP S/4HANA FCM/SCM컨설턴트,웅진,서울 중구 , 경력 7-25년,/wd/261030
1810,풀스택 웹 개발자 (Python/Django),웜블러드,서울 강남구 , 경력 4-8년,/wd/142233
1811,SAP ERP 컨설컨트,웅진,서울 중구 , 경력 7-25년,/wd/152952
1812,[스마트자동화시스템사업부] 글로벌PJ SW(PLC) 엔지니어 (영어가능자),유진로봇,인천 연수구 , 경력 3-16년,/wd/260999
1813,[스마트자동화시스템사업부] SW(PLC) 엔지니어,유진로봇,인천 연수구 , 경력 3-16년,/wd/260998
1814,[자율주행솔루션사업부] SW(ACS) 개발자,유진로봇,인천 연수구 , 경력 5-16년,/wd/260989
1815,Frontend Developer (3년이상),제네시스랩,서울 중구 , 경력 3-10년,/wd/260958
1816,Backend Developer (3년 이상),제네시스랩,서울 중구 , 경력 3-10년,/wd/260964
1817,AI Scientist (연구/개발),제네시스랩,서울 중구 , 경력 1-10년,/wd/260957
1818,해외 기술 서비스 엔지니어_SW 기술지원,슈프리마,경기 성남시 , 경력 5-8년,/wd/245244
1819,[Smartdoctor] 백엔드 개발자,전능아이티,서울 서초구 , 신입,/wd/260951
1820,[Smartdoctor] 프론트엔드 개발자,전능아이티,서울 서초구 , 신입,/wd/260952
1821,데이터 분석가(Data Analyst),더스윙,서울 용산구 , 경력 1-10년,/wd/260933
1822,비전 알고리즘 개발,에이치비솔루션,충남 아산시 , 경력 1년 이상,/wd/260907
1823,장비 SW개발,에이치비솔루션,충남 아산시 , 경력 1년 이상,/wd/260915
1824,전산 담당,에이치비솔루션,충남 아산시 , 경력 4년 이상,/wd/260908
1825,Expert Backend Engineer (Lunit SCOPE),루닛(Lunit),서울 강남구 , 경력 10-12년,/wd/220384
1826,Site Reliability Engineering,수퍼톤,서울 강남구 , 경력 2년 이상,/wd/174369
1827,S/W Engineer (Path Planning / Motion Control),토르드라이브,서울 영등포구 , 경력 3년 이상,/wd/260417
1828,Frontend Engineer,휴머스온,서울 강남구 , 경력 5-12년,/wd/254691
1829,서비스 운영담당자(SM/SI),휴머스온,서울 강남구 , 경력 3-15년,/wd/241735
1830,Senior Engineer,휴머스온,서울 강남구 , 경력 7-15년,/wd/223202
1831,Android Developer,웰트(WELT),서울 서초구 , 경력 3년 이상,/wd/258170
1832,Backend Engineer (0~3년차),웰트(WELT),서울 서초구 , 신입-경력 3년,/wd/258196
1833,Backend Engineer (5년차 이상),웰트(WELT),서울 서초구 , 경력 5년 이상,/wd/258197
1834,Frontend Web Engineer,웰트(WELT),서울 서초구 , 경력 3년 이상,/wd/258198
1835,백엔드 개발자 (상품 메타),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 4-14년,/wd/216290
1836,백엔드 개발자 (온라인 상품 탐색),씨제이올리브영(CJ올리브영),서울 용산구 , 경력 4-14년,/wd/257174
1837,웹 백엔드(5년 이상),휴톰,서울 마포구 , 경력 5-10년,/wd/260806
1838,Graphics Engineer(Unity),휴톰,서울 마포구 , 경력 3-10년,/wd/260699
1839,"안드로이드 개발자 (Flutter, Android)",그래픽,서울 용산구 , 신입-경력 10년,/wd/260804
1840,HW 앤지니어 (8년이상),엔젤로보틱스,서울 성동구 , 경력 8년 이상,/wd/260794
1841,HW 앤지니어 (2년이상),엔젤로보틱스,서울 성동구 , 경력 2년 이상,/wd/260795
1842,3차원 머신비전 알고리즘 개발자,클레,서울 성동구 , 경력 2-10년,/wd/134568
1843,데스크탑 앱 개발자,클레,서울 성동구 , 신입-경력 10년,/wd/134575
1844,3차원 카메라 하드웨어 개발자,클레,서울 성동구 , 경력 4-10년,/wd/149070
1845,DBA,디셈버앤컴퍼니(핀트),서울 강남구 , 경력 3-7년,/wd/90419
1846,Digital Factory 제조플랫폼 개발 및 구축업무 (생산/장비/품질 자동화),에스케이씨앤씨(SK C&C),경기 성남시 , 경력 5-15년,/wd/260774
1847,Sotware Engineer -AI/ML,블루개러지(Blue Garage),서울 강동구 , 경력 4년 이상,/wd/260755
1848,DevOps Engineer (3년 이상),메이크스타,서울 강남구 , 경력 3-10년,/wd/203273
